,recipe_id,recommendations
539,3260,"[Row(user_id=44993, rating=5.388272285461426), Row(user_id=54625, rating=5.211313247680664), Row(user_id=2934, rating=5.174869537353516), Row(user_id=37637, rating=5.155047416687012), Row(user_id=87617, rating=5.155047416687012), Row(user_id=38871, rating=5.155047416687012), Row(user_id=8208, rating=5.155047416687012), Row(user_id=12, rating=5.144859790802002), Row(user_id=25667, rating=5.144859790802002), Row(user_id=10653, rating=5.144859790802002)]"
540,3621,"[Row(user_id=44993, rating=4.653869152069092), Row(user_id=2934, rating=4.518830299377441), Row(user_id=9284, rating=4.421201705932617), Row(user_id=54625, rating=4.416571617126465), Row(user_id=59647, rating=4.380776405334473), Row(user_id=84818, rating=4.379932880401611), Row(user_id=78395, rating=4.378632068634033), Row(user_id=77755, rating=4.378632068634033), Row(user_id=86417, rating=4.378632068634033), Row(user_id=25667, rating=4.375258922576904)]"
541,602,"[Row(user_id=40960, rating=0.0), Row(user_id=40970, rating=0.0), Row(user_id=40980, rating=0.0), Row(user_id=40990, rating=0.0), Row(user_id=41000, rating=0.0), Row(user_id=41010, rating=0.0), Row(user_id=41020, rating=0.0), Row(user_id=41030, rating=0.0), Row(user_id=41040, rating=0.0), Row(user_id=41050, rating=0.0)]"
542,3502,"[Row(user_id=44993, rating=4.856841087341309), Row(user_id=2934, rating=4.7259721755981445), Row(user_id=84818, rating=4.6249308586120605), Row(user_id=9284, rating=4.6207122802734375), Row(user_id=54625, rating=4.591953277587891), Row(user_id=77755, rating=4.577205181121826), Row(user_id=78395, rating=4.577205181121826), Row(user_id=86417, rating=4.577205181121826), Row(user_id=59647, rating=4.567631721496582), Row(user_id=9659, rating=4.5594682693481445)]"
543,3912,"[Row(user_id=44993, rating=5.0546464920043945), Row(user_id=84818, rating=5.0166015625), Row(user_id=2934, rating=4.9563398361206055), Row(user_id=9284, rating=4.834086894989014), Row(user_id=77755, rating=4.792270183563232), Row(user_id=78395, rating=4.792270183563232), Row(user_id=86417, rating=4.792270183563232), Row(user_id=53016, rating=4.791385650634766), Row(user_id=9659, rating=4.783622741699219), Row(user_id=52833, rating=4.761008262634277)]"
544,2753,"[Row(user_id=44993, rating=5.282395362854004), Row(user_id=2934, rating=5.115067005157471), Row(user_id=54625, rating=5.03713321685791), Row(user_id=9284, rating=5.008965015411377), Row(user_id=13119, rating=4.985654830932617), Row(user_id=12, rating=4.985654830932617), Row(user_id=25667, rating=4.985654830932617), Row(user_id=10653, rating=4.985654830932617), Row(user_id=27079, rating=4.985654830932617), Row(user_id=59647, rating=4.97829532623291)]"
545,1775,"[Row(user_id=44993, rating=5.358593940734863), Row(user_id=2934, rating=5.185964584350586), Row(user_id=54625, rating=5.114742279052734), Row(user_id=9284, rating=5.079300403594971), Row(user_id=27079, rating=5.061578750610352), Row(user_id=10653, rating=5.061578750610352), Row(user_id=12, rating=5.061578750610352), Row(user_id=25667, rating=5.061578750610352), Row(user_id=13119, rating=5.061578750610352), Row(user_id=59647, rating=5.051314353942871)]"
546,3865,"[Row(user_id=44993, rating=5.6771111488342285), Row(user_id=54625, rating=5.488572597503662), Row(user_id=2934, rating=5.453490257263184), Row(user_id=38871, rating=5.428599834442139), Row(user_id=87617, rating=5.428599834442139), Row(user_id=37637, rating=5.428599834442139), Row(user_id=8208, rating=5.428599834442139), Row(user_id=12, rating=5.4189558029174805), Row(user_id=10653, rating=5.4189558029174805), Row(user_id=25667, rating=5.4189558029174805)]"
547,417,"[Row(user_id=44993, rating=5.424875259399414), Row(user_id=2934, rating=5.265390396118164), Row(user_id=9284, rating=5.15228271484375), Row(user_id=54625, rating=5.151819229125977), Row(user_id=59647, rating=5.1074066162109375), Row(user_id=25667, rating=5.102985382080078), Row(user_id=27079, rating=5.102985382080078), Row(user_id=12, rating=5.102985382080078), Row(user_id=13119, rating=5.102985382080078), Row(user_id=10653, rating=5.102985382080078)]"
548,388,"[Row(user_id=84818, rating=5.205567836761475), Row(user_id=44993, rating=4.977303981781006), Row(user_id=53016, rating=4.93109130859375), Row(user_id=2934, rating=4.930026531219482), Row(user_id=80017, rating=4.91135835647583), Row(user_id=14728, rating=4.91135835647583), Row(user_id=9929, rating=4.91135835647583), Row(user_id=49756, rating=4.849891662597656), Row(user_id=82456, rating=4.835123062133789), Row(user_id=9284, rating=4.793036937713623)]"
549,548,"[Row(user_id=44993, rating=5.153229713439941), Row(user_id=2934, rating=5.025510787963867), Row(user_id=84818, rating=4.966919898986816), Row(user_id=9284, rating=4.910093307495117), Row(user_id=77755, rating=4.864948749542236), Row(user_id=86417, rating=4.864948749542236), Row(user_id=78395, rating=4.864948749542236), Row(user_id=54625, rating=4.853089809417725), Row(user_id=9659, rating=4.849013328552246), Row(user_id=59647, rating=4.841714859008789)]"
550,1208,"[Row(user_id=44993, rating=4.986211776733398), Row(user_id=54625, rating=4.805459976196289), Row(user_id=2934, rating=4.79865026473999), Row(user_id=37637, rating=4.747785568237305), Row(user_id=38871, rating=4.747785568237305), Row(user_id=87617, rating=4.747785568237305), Row(user_id=8208, rating=4.747785568237305), Row(user_id=25667, rating=4.747201919555664), Row(user_id=12, rating=4.747201919555664), Row(user_id=10653, rating=4.747201919555664)]"
551,2168,"[Row(user_id=44993, rating=3.569967269897461), Row(user_id=2934, rating=3.477623224258423), Row(user_id=84818, rating=3.4201598167419434), Row(user_id=9284, rating=3.3989620208740234), Row(user_id=54625, rating=3.368666172027588), Row(user_id=78395, rating=3.3673343658447266), Row(user_id=77755, rating=3.3673343658447266), Row(user_id=86417, rating=3.3673343658447266), Row(user_id=59647, rating=3.3557775020599365), Row(user_id=9659, rating=3.3552939891815186)]"
552,3519,"[Row(user_id=44993, rating=5.394930839538574), Row(user_id=2934, rating=5.257908821105957), Row(user_id=84818, rating=5.182106018066406), Row(user_id=9284, rating=5.138188362121582), Row(user_id=77755, rating=5.09062385559082), Row(user_id=78395, rating=5.09062385559082), Row(user_id=86417, rating=5.09062385559082), Row(user_id=54625, rating=5.086391925811768), Row(user_id=9659, rating=5.07308292388916), Row(user_id=59647, rating=5.0701904296875)]"
553,1820,"[Row(user_id=84818, rating=5.072420120239258), Row(user_id=44993, rating=4.994901657104492), Row(user_id=2934, rating=4.919211387634277), Row(user_id=53016, rating=4.827033519744873), Row(user_id=80017, rating=4.79857873916626), Row(user_id=14728, rating=4.79857873916626), Row(user_id=9929, rating=4.79857873916626), Row(user_id=9284, rating=4.791208744049072), Row(user_id=49756, rating=4.755642414093018), Row(user_id=78395, rating=4.751846790313721)]"
554,91,"[Row(user_id=44993, rating=4.687427520751953), Row(user_id=54625, rating=4.667584419250488), Row(user_id=87617, rating=4.662872791290283), Row(user_id=37637, rating=4.662872791290283), Row(user_id=38871, rating=4.662872791290283), Row(user_id=8208, rating=4.662872791290283), Row(user_id=50692, rating=4.608278274536133), Row(user_id=25667, rating=4.584238052368164), Row(user_id=10653, rating=4.584238052368164), Row(user_id=12, rating=4.584238052368164)]"
555,3711,"[Row(user_id=44993, rating=5.288166046142578), Row(user_id=54625, rating=5.232301712036133), Row(user_id=87617, rating=5.2159423828125), Row(user_id=37637, rating=5.2159423828125), Row(user_id=38871, rating=5.2159423828125), Row(user_id=8208, rating=5.2159423828125), Row(user_id=50692, rating=5.154082298278809), Row(user_id=10653, rating=5.144648551940918), Row(user_id=12, rating=5.144648551940918), Row(user_id=25667, rating=5.144648551940918)]"
556,2022,"[Row(user_id=44993, rating=5.302242279052734), Row(user_id=2934, rating=5.141106605529785), Row(user_id=54625, rating=5.044367790222168), Row(user_id=9284, rating=5.032318115234375), Row(user_id=13119, rating=4.994922161102295), Row(user_id=12, rating=4.994922161102295), Row(user_id=10653, rating=4.994922161102295), Row(user_id=25667, rating=4.994922161102295), Row(user_id=27079, rating=4.994922161102295), Row(user_id=59647, rating=4.994147777557373)]"
557,2502,"[Row(user_id=44993, rating=5.117549896240234), Row(user_id=2934, rating=4.952689170837402), Row(user_id=54625, rating=4.8846611976623535), Row(user_id=9284, rating=4.850821495056152), Row(user_id=27079, rating=4.833890438079834), Row(user_id=10653, rating=4.833890438079834), Row(user_id=12, rating=4.833890438079834), Row(user_id=25667, rating=4.833890438079834), Row(user_id=13119, rating=4.833890438079834), Row(user_id=59647, rating=4.824090957641602)]"
558,663,"[Row(user_id=44993, rating=5.432195663452148), Row(user_id=2934, rating=5.307938575744629), Row(user_id=84818, rating=5.291471004486084), Row(user_id=9284, rating=5.182793617248535), Row(user_id=86417, rating=5.136153221130371), Row(user_id=77755, rating=5.136153221130371), Row(user_id=78395, rating=5.136153221130371), Row(user_id=9659, rating=5.122041702270508), Row(user_id=59647, rating=5.0994791984558105), Row(user_id=54625, rating=5.098025321960449)]"
559,1564,"[Row(user_id=44993, rating=5.660958766937256), Row(user_id=84818, rating=5.650203704833984), Row(user_id=2934, rating=5.556796550750732), Row(user_id=9284, rating=5.417888164520264), Row(user_id=53016, rating=5.391654968261719), Row(user_id=86417, rating=5.371598243713379), Row(user_id=77755, rating=5.371598243713379), Row(user_id=78395, rating=5.371598243713379), Row(user_id=9659, rating=5.36345100402832), Row(user_id=14728, rating=5.353776931762695)]"
560,2975,"[Row(user_id=44993, rating=5.410360813140869), Row(user_id=2934, rating=5.276053428649902), Row(user_id=84818, rating=5.213597774505615), Row(user_id=9284, rating=5.154949188232422), Row(user_id=78395, rating=5.107532501220703), Row(user_id=77755, rating=5.107532501220703), Row(user_id=86417, rating=5.107532501220703), Row(user_id=54625, rating=5.095614433288574), Row(user_id=9659, rating=5.09074592590332), Row(user_id=59647, rating=5.083393096923828)]"
561,926,"[Row(user_id=44993, rating=5.061384677886963), Row(user_id=54625, rating=4.969711780548096), Row(user_id=37637, rating=4.941451549530029), Row(user_id=38871, rating=4.941451549530029), Row(user_id=87617, rating=4.941451549530029), Row(user_id=8208, rating=4.941451549530029), Row(user_id=12, rating=4.893093109130859), Row(user_id=25667, rating=4.893093109130859), Row(user_id=10653, rating=4.893093109130859), Row(user_id=13119, rating=4.893093109130859)]"
562,3216,"[Row(user_id=44993, rating=5.100869178771973), Row(user_id=54625, rating=5.083685398101807), Row(user_id=87617, rating=5.080012798309326), Row(user_id=38871, rating=5.080012798309326), Row(user_id=37637, rating=5.080012798309326), Row(user_id=8208, rating=5.080012798309326), Row(user_id=50692, rating=5.0206379890441895), Row(user_id=12, rating=4.992147922515869), Row(user_id=10653, rating=4.992147922515869), Row(user_id=25667, rating=4.992147922515869)]"
563,1077,"[Row(user_id=44993, rating=5.2158613204956055), Row(user_id=84818, rating=5.115384101867676), Row(user_id=2934, rating=5.103009223937988), Row(user_id=9284, rating=4.980683326721191), Row(user_id=78395, rating=4.936490058898926), Row(user_id=86417, rating=4.936490058898926), Row(user_id=77755, rating=4.936490058898926), Row(user_id=9659, rating=4.924612522125244), Row(user_id=50527, rating=4.899073600769043), Row(user_id=44164, rating=4.899073600769043)]"
564,1777,"[Row(user_id=44993, rating=5.500236988067627), Row(user_id=2934, rating=5.299427032470703), Row(user_id=54625, rating=5.29041862487793), Row(user_id=27079, rating=5.228141784667969), Row(user_id=10653, rating=5.228141784667969), Row(user_id=25667, rating=5.228141784667969), Row(user_id=12, rating=5.228141784667969), Row(user_id=13119, rating=5.228141784667969), Row(user_id=8208, rating=5.223357200622559), Row(user_id=38871, rating=5.223357200622559)]"
565,578,"[Row(user_id=84818, rating=5.257910251617432), Row(user_id=44993, rating=5.027562618255615), Row(user_id=53016, rating=4.980706214904785), Row(user_id=2934, rating=4.979766845703125), Row(user_id=80017, rating=4.960761070251465), Row(user_id=14728, rating=4.960761070251465), Row(user_id=9929, rating=4.960761070251465), Row(user_id=49756, rating=4.898701190948486), Row(user_id=82456, rating=4.883730888366699), Row(user_id=9284, rating=4.841407775878906)]"
566,1978,"[Row(user_id=44993, rating=5.5167460441589355), Row(user_id=54625, rating=5.373222351074219), Row(user_id=8208, rating=5.328035831451416), Row(user_id=38871, rating=5.328035831451416), Row(user_id=87617, rating=5.328035831451416), Row(user_id=37637, rating=5.328035831451416), Row(user_id=25667, rating=5.298013687133789), Row(user_id=10653, rating=5.298013687133789), Row(user_id=12, rating=5.298013687133789), Row(user_id=13119, rating=5.298013687133789)]"
567,409,"[Row(user_id=84818, rating=5.541335105895996), Row(user_id=44993, rating=5.417302131652832), Row(user_id=2934, rating=5.342658519744873), Row(user_id=53016, rating=5.267271518707275), Row(user_id=80017, rating=5.238691806793213), Row(user_id=14728, rating=5.238691806793213), Row(user_id=9929, rating=5.238691806793213), Row(user_id=9284, rating=5.201333999633789), Row(user_id=49756, rating=5.18718147277832), Row(user_id=52833, rating=5.164600849151611)]"
568,1659,"[Row(user_id=84818, rating=5.169946670532227), Row(user_id=44993, rating=4.925908088684082), Row(user_id=53016, rating=4.894708156585693), Row(user_id=2934, rating=4.882498264312744), Row(user_id=80017, rating=4.876213550567627), Row(user_id=9929, rating=4.876213550567627), Row(user_id=14728, rating=4.876213550567627), Row(user_id=49756, rating=4.813138961791992), Row(user_id=82456, rating=4.802824974060059), Row(user_id=50580, rating=4.746389389038086)]"
569,1290,"[Row(user_id=44993, rating=5.475123882293701), Row(user_id=2934, rating=5.316855430603027), Row(user_id=9284, rating=5.2017974853515625), Row(user_id=54625, rating=5.194921493530273), Row(user_id=84818, rating=5.156068801879883), Row(user_id=59647, rating=5.15358829498291), Row(user_id=86417, rating=5.15177059173584), Row(user_id=77755, rating=5.15177059173584), Row(user_id=78395, rating=5.15177059173584), Row(user_id=25667, rating=5.146514892578125)]"
570,3450,"[Row(user_id=44993, rating=5.6439619064331055), Row(user_id=54625, rating=5.444280624389648), Row(user_id=2934, rating=5.428791046142578), Row(user_id=87617, rating=5.380619525909424), Row(user_id=38871, rating=5.380619525909424), Row(user_id=37637, rating=5.380619525909424), Row(user_id=8208, rating=5.380619525909424), Row(user_id=25667, rating=5.377402305603027), Row(user_id=12, rating=5.377402305603027), Row(user_id=10653, rating=5.377402305603027)]"
571,2961,"[Row(user_id=84818, rating=5.078658580780029), Row(user_id=44993, rating=5.017257213592529), Row(user_id=2934, rating=4.938159942626953), Row(user_id=53016, rating=4.835439682006836), Row(user_id=9284, rating=4.810613632202148), Row(user_id=14728, rating=4.805917739868164), Row(user_id=80017, rating=4.805917739868164), Row(user_id=9929, rating=4.805917739868164), Row(user_id=86417, rating=4.770794868469238), Row(user_id=77755, rating=4.770794868469238)]"
572,3071,"[Row(user_id=44993, rating=5.458380222320557), Row(user_id=2934, rating=5.305360794067383), Row(user_id=9284, rating=5.189056396484375), Row(user_id=54625, rating=5.170868873596191), Row(user_id=84818, rating=5.165864944458008), Row(user_id=86417, rating=5.139617919921875), Row(user_id=78395, rating=5.139617919921875), Row(user_id=77755, rating=5.139617919921875), Row(user_id=59647, rating=5.135835647583008), Row(user_id=10653, rating=5.1241655349731445)]"
573,3891,"[Row(user_id=44993, rating=4.639476776123047), Row(user_id=2934, rating=4.492256164550781), Row(user_id=54625, rating=4.424506664276123), Row(user_id=9284, rating=4.399153709411621), Row(user_id=13119, rating=4.379209518432617), Row(user_id=10653, rating=4.379209518432617), Row(user_id=12, rating=4.379209518432617), Row(user_id=25667, rating=4.379209518432617), Row(user_id=27079, rating=4.379209518432617), Row(user_id=59647, rating=4.372496604919434)]"
574,822,"[Row(user_id=84818, rating=5.190820217132568), Row(user_id=44993, rating=5.009526252746582), Row(user_id=2934, rating=4.952913761138916), Row(user_id=53016, rating=4.9241766929626465), Row(user_id=14728, rating=4.901549816131592), Row(user_id=80017, rating=4.901549816131592), Row(user_id=9929, rating=4.901549816131592), Row(user_id=49756, rating=4.845678806304932), Row(user_id=82456, rating=4.819320201873779), Row(user_id=9284, rating=4.818065166473389)]"
575,1582,"[Row(user_id=44993, rating=5.068299770355225), Row(user_id=2934, rating=4.906477928161621), Row(user_id=54625, rating=4.835163593292236), Row(user_id=9284, rating=4.8051042556762695), Row(user_id=13119, rating=4.785355567932129), Row(user_id=12, rating=4.785355567932129), Row(user_id=10653, rating=4.785355567932129), Row(user_id=25667, rating=4.785355567932129), Row(user_id=27079, rating=4.785355567932129), Row(user_id=59647, rating=4.7770586013793945)]"
576,2772,"[Row(user_id=84818, rating=5.821861267089844), Row(user_id=9929, rating=5.440708160400391), Row(user_id=14728, rating=5.440708160400391), Row(user_id=80017, rating=5.440708160400391), Row(user_id=82456, rating=5.4342780113220215), Row(user_id=53016, rating=5.425342559814453), Row(user_id=49756, rating=5.303158760070801), Row(user_id=82803, rating=5.278661251068115), Row(user_id=65974, rating=5.172576904296875), Row(user_id=82134, rating=5.172576904296875)]"
577,333,"[Row(user_id=44993, rating=5.554737567901611), Row(user_id=2934, rating=5.410317420959473), Row(user_id=84818, rating=5.317693710327148), Row(user_id=9284, rating=5.28817081451416), Row(user_id=54625, rating=5.242782115936279), Row(user_id=86417, rating=5.238892078399658), Row(user_id=77755, rating=5.238892078399658), Row(user_id=78395, rating=5.238892078399658), Row(user_id=59647, rating=5.221774101257324), Row(user_id=9659, rating=5.219966888427734)]"
578,2113,"[Row(user_id=44993, rating=5.123457908630371), Row(user_id=84818, rating=5.016725540161133), Row(user_id=2934, rating=5.011107921600342), Row(user_id=9284, rating=4.891450881958008), Row(user_id=86417, rating=4.847904205322266), Row(user_id=78395, rating=4.847904205322266), Row(user_id=77755, rating=4.847904205322266), Row(user_id=9659, rating=4.835848808288574), Row(user_id=38469, rating=4.811176300048828), Row(user_id=44164, rating=4.811176300048828)]"
579,3184,"[Row(user_id=44993, rating=5.005840301513672), Row(user_id=54625, rating=4.964742660522461), Row(user_id=87617, rating=4.953144073486328), Row(user_id=37637, rating=4.953144073486328), Row(user_id=38871, rating=4.953144073486328), Row(user_id=8208, rating=4.953144073486328), Row(user_id=50692, rating=4.894680976867676), Row(user_id=10653, rating=4.879525184631348), Row(user_id=25667, rating=4.879525184631348), Row(user_id=12, rating=4.879525184631348)]"
580,3814,"[Row(user_id=84818, rating=5.562494277954102), Row(user_id=44993, rating=5.506070137023926), Row(user_id=2934, rating=5.4172234535217285), Row(user_id=53016, rating=5.297752857208252), Row(user_id=9284, rating=5.277935981750488), Row(user_id=80017, rating=5.264729022979736), Row(user_id=14728, rating=5.264729022979736), Row(user_id=9929, rating=5.264729022979736), Row(user_id=78395, rating=5.23405122756958), Row(user_id=77755, rating=5.23405122756958)]"
581,1215,"[Row(user_id=44993, rating=4.737516403198242), Row(user_id=54625, rating=4.71634578704834), Row(user_id=87617, rating=4.711215972900391), Row(user_id=37637, rating=4.711215972900391), Row(user_id=38871, rating=4.711215972900391), Row(user_id=8208, rating=4.711215972900391), Row(user_id=50692, rating=4.656028747558594), Row(user_id=25667, rating=4.632320880889893), Row(user_id=10653, rating=4.632320880889893), Row(user_id=12, rating=4.632320880889893)]"
582,1925,"[Row(user_id=84818, rating=3.2935791015625), Row(user_id=82803, rating=3.1677582263946533), Row(user_id=82456, rating=3.0984883308410645), Row(user_id=17159, rating=3.0917162895202637), Row(user_id=54005, rating=3.0624024868011475), Row(user_id=65974, rating=3.061113119125366), Row(user_id=82134, rating=3.061113119125366), Row(user_id=61019, rating=3.0351436138153076), Row(user_id=14728, rating=3.030799627304077), Row(user_id=9929, rating=3.030799627304077)]"
583,2255,"[Row(user_id=44993, rating=5.124927520751953), Row(user_id=2934, rating=5.009494781494141), Row(user_id=84818, rating=5.001799583435059), Row(user_id=9284, rating=4.890826225280762), Row(user_id=78395, rating=4.846988677978516), Row(user_id=86417, rating=4.846988677978516), Row(user_id=77755, rating=4.846988677978516), Row(user_id=9659, rating=4.834140300750732), Row(user_id=50527, rating=4.810303688049316), Row(user_id=38469, rating=4.810303688049316)]"
584,2726,"[Row(user_id=84818, rating=4.894911289215088), Row(user_id=44993, rating=4.822323799133301), Row(user_id=2934, rating=4.748828887939453), Row(user_id=53016, rating=4.658449649810791), Row(user_id=80017, rating=4.630849838256836), Row(user_id=14728, rating=4.630849838256836), Row(user_id=9929, rating=4.630849838256836), Row(user_id=9284, rating=4.62539005279541), Row(user_id=49756, rating=4.589675426483154), Row(user_id=78395, rating=4.5873494148254395)]"
585,3546,"[Row(user_id=44993, rating=5.243612289428711), Row(user_id=2934, rating=5.1148271560668945), Row(user_id=84818, rating=5.060334205627441), Row(user_id=9284, rating=4.996992111206055), Row(user_id=77755, rating=4.951162338256836), Row(user_id=78395, rating=4.951162338256836), Row(user_id=86417, rating=4.951162338256836), Row(user_id=54625, rating=4.936196327209473), Row(user_id=9659, rating=4.935251235961914), Row(user_id=59647, rating=4.926142692565918)]"
586,707,"[Row(user_id=44993, rating=5.375460624694824), Row(user_id=84818, rating=5.339840412139893), Row(user_id=2934, rating=5.271816253662109), Row(user_id=9284, rating=5.141501426696777), Row(user_id=53016, rating=5.099370956420898), Row(user_id=77755, rating=5.097113132476807), Row(user_id=78395, rating=5.097113132476807), Row(user_id=86417, rating=5.097113132476807), Row(user_id=9659, rating=5.088150501251221), Row(user_id=52833, rating=5.065006256103516)]"
587,1457,"[Row(user_id=84818, rating=5.626090049743652), Row(user_id=14728, rating=5.271581172943115), Row(user_id=80017, rating=5.271581172943115), Row(user_id=9929, rating=5.271581172943115), Row(user_id=53016, rating=5.266665935516357), Row(user_id=82456, rating=5.244450092315674), Row(user_id=49756, rating=5.156915187835693), Row(user_id=82803, rating=5.047934055328369), Row(user_id=50580, rating=5.01515531539917), Row(user_id=2934, rating=5.000372886657715)]"
588,2127,"[Row(user_id=84818, rating=5.17723274230957), Row(user_id=44993, rating=5.139928817749023), Row(user_id=2934, rating=5.054126262664795), Row(user_id=53016, rating=4.9331440925598145), Row(user_id=9284, rating=4.925061225891113), Row(user_id=80017, rating=4.901439189910889), Row(user_id=14728, rating=4.901439189910889), Row(user_id=9929, rating=4.901439189910889), Row(user_id=86417, rating=4.883832931518555), Row(user_id=77755, rating=4.883832931518555)]"
589,2227,"[Row(user_id=44993, rating=5.234561920166016), Row(user_id=2934, rating=5.086275100708008), Row(user_id=9284, rating=4.97525691986084), Row(user_id=54625, rating=4.961482048034668), Row(user_id=84818, rating=4.945770263671875), Row(user_id=86417, rating=4.927704811096191), Row(user_id=78395, rating=4.927704811096191), Row(user_id=77755, rating=4.927704811096191), Row(user_id=59647, rating=4.9258880615234375), Row(user_id=10653, rating=4.916190147399902)]"
590,2237,"[Row(user_id=8862, rating=4.614485740661621), Row(user_id=80939, rating=4.5492119789123535), Row(user_id=87303, rating=4.529297351837158), Row(user_id=86368, rating=4.523356914520264), Row(user_id=58640, rating=4.523356914520264), Row(user_id=49950, rating=4.483582496643066), Row(user_id=76328, rating=4.483582496643066), Row(user_id=17413, rating=4.479024887084961), Row(user_id=40900, rating=4.464983940124512), Row(user_id=34515, rating=4.452369689941406)]"
591,1908,"[Row(user_id=44993, rating=5.449240684509277), Row(user_id=54625, rating=5.259546756744385), Row(user_id=2934, rating=5.23968505859375), Row(user_id=37637, rating=5.199103355407715), Row(user_id=87617, rating=5.199103355407715), Row(user_id=38871, rating=5.199103355407715), Row(user_id=8208, rating=5.199103355407715), Row(user_id=12, rating=5.194385528564453), Row(user_id=25667, rating=5.194385528564453), Row(user_id=10653, rating=5.194385528564453)]"
592,2668,"[Row(user_id=44993, rating=5.504878997802734), Row(user_id=2934, rating=5.361891746520996), Row(user_id=84818, rating=5.270691871643066), Row(user_id=9284, rating=5.240795135498047), Row(user_id=54625, rating=5.195490837097168), Row(user_id=77755, rating=5.191971778869629), Row(user_id=78395, rating=5.191971778869629), Row(user_id=86417, rating=5.191971778869629), Row(user_id=59647, rating=5.174847602844238), Row(user_id=9659, rating=5.173251152038574)]"
593,2789,"[Row(user_id=44993, rating=5.3725738525390625), Row(user_id=84818, rating=5.367866516113281), Row(user_id=2934, rating=5.27474308013916), Row(user_id=9284, rating=5.1425676345825195), Row(user_id=53016, rating=5.121397972106934), Row(user_id=77755, rating=5.098729133605957), Row(user_id=78395, rating=5.098729133605957), Row(user_id=86417, rating=5.098729133605957), Row(user_id=9659, rating=5.091261863708496), Row(user_id=14728, rating=5.085762977600098)]"
594,3239,"[Row(user_id=44993, rating=5.130943775177002), Row(user_id=2934, rating=4.959044933319092), Row(user_id=54625, rating=4.908769607543945), Row(user_id=9284, rating=4.859126091003418), Row(user_id=27079, rating=4.855710029602051), Row(user_id=12, rating=4.855710029602051), Row(user_id=10653, rating=4.855710029602051), Row(user_id=25667, rating=4.855710029602051), Row(user_id=13119, rating=4.855710029602051), Row(user_id=59647, rating=4.839480400085449)]"
595,3180,"[Row(user_id=84818, rating=5.42624044418335), Row(user_id=44993, rating=5.226446151733398), Row(user_id=2934, rating=5.169366836547852), Row(user_id=53016, rating=5.145937919616699), Row(user_id=14728, rating=5.122939586639404), Row(user_id=9929, rating=5.122939586639404), Row(user_id=80017, rating=5.122939586639404), Row(user_id=49756, rating=5.063331604003906), Row(user_id=82456, rating=5.038358688354492), Row(user_id=9284, rating=5.028013229370117)]"
596,3240,"[Row(user_id=44993, rating=5.224035263061523), Row(user_id=2934, rating=5.049793720245361), Row(user_id=54625, rating=4.996499061584473), Row(user_id=9284, rating=4.94780158996582), Row(user_id=13119, rating=4.942729949951172), Row(user_id=12, rating=4.942729949951172), Row(user_id=25667, rating=4.942729949951172), Row(user_id=10653, rating=4.942729949951172), Row(user_id=27079, rating=4.942729949951172), Row(user_id=59647, rating=4.926958084106445)]"
597,601,"[Row(user_id=44993, rating=5.562097549438477), Row(user_id=2934, rating=5.430697441101074), Row(user_id=84818, rating=5.395625591278076), Row(user_id=9284, rating=5.303958892822266), Row(user_id=77755, rating=5.25582218170166), Row(user_id=78395, rating=5.25582218170166), Row(user_id=86417, rating=5.25582218170166), Row(user_id=9659, rating=5.240292549133301), Row(user_id=54625, rating=5.227085590362549), Row(user_id=59647, rating=5.223169326782227)]"
598,2031,"[Row(user_id=44993, rating=5.3214945793151855), Row(user_id=2934, rating=5.17306661605835), Row(user_id=9284, rating=5.059426307678223), Row(user_id=84818, rating=5.040361404418945), Row(user_id=54625, rating=5.039900779724121), Row(user_id=86417, rating=5.011296272277832), Row(user_id=78395, rating=5.011296272277832), Row(user_id=77755, rating=5.011296272277832), Row(user_id=59647, rating=5.006723403930664), Row(user_id=10653, rating=4.994614601135254)]"
599,222,"[Row(user_id=44993, rating=4.590801239013672), Row(user_id=54625, rating=4.476885795593262), Row(user_id=38871, rating=4.441103935241699), Row(user_id=8208, rating=4.441103935241699), Row(user_id=37637, rating=4.441103935241699), Row(user_id=87617, rating=4.441103935241699), Row(user_id=25667, rating=4.413249492645264), Row(user_id=13119, rating=4.413249492645264), Row(user_id=10653, rating=4.413249492645264), Row(user_id=12, rating=4.413249492645264)]"
600,2532,"[Row(user_id=44993, rating=5.652157306671143), Row(user_id=2934, rating=5.498467445373535), Row(user_id=9284, rating=5.376437664031982), Row(user_id=84818, rating=5.374811172485352), Row(user_id=54625, rating=5.34627628326416), Row(user_id=86417, rating=5.325679302215576), Row(user_id=78395, rating=5.325679302215576), Row(user_id=77755, rating=5.325679302215576), Row(user_id=59647, rating=5.316170692443848), Row(user_id=9659, rating=5.304677963256836)]"
601,3673,"[Row(user_id=84818, rating=5.705417633056641), Row(user_id=44993, rating=5.667976379394531), Row(user_id=2934, rating=5.572669982910156), Row(user_id=53016, rating=5.436985969543457), Row(user_id=9284, rating=5.430576801300049), Row(user_id=80017, rating=5.40181303024292), Row(user_id=14728, rating=5.40181303024292), Row(user_id=9929, rating=5.40181303024292), Row(user_id=86417, rating=5.385049819946289), Row(user_id=77755, rating=5.385049819946289)]"
